se_id,strain_id,effect_id
5731,1180,13
5732,1181,14
5733,1182,5
5734,1183,8
5735,1184,2
5736,1185,6
5737,1186,8
5738,1187,14
5739,1188,7
5740,1189,8
5741,1190,2
5742,1191,9
5743,1193,11
5744,1194,10
5745,1195,4
5746,1196,11
5747,1197,12
5748,1198,8
5749,1199,14
5750,1200,11
5751,1201,2
5752,1202,7
5753,1203,5
5754,1204,1
5755,1205,5
5756,1206,4
5757,1207,8
5758,1208,1
5759,1209,5
5760,1210,14
5761,1211,5
5762,1212,5
5763,1213,14
5764,1214,8
5765,1215,12
5766,1216,8
5767,1217,9
5768,1218,5
5769,1219,11
5770,1220,10
5771,1221,8
5772,1222,2
5773,1223,11
5774,1224,8
5775,1225,13
5776,1226,8
5777,1227,5
5778,1228,9
5779,1229,4
5780,1230,10
5781,1231,2
5782,1232,8
5783,1233,8
5784,1234,11
5785,1235,5
5786,1236,4
5787,1237,14
5788,1238,10
5789,1239,11
5790,1240,14
5791,1241,8
5792,1242,11
5793,1243,4
5794,1244,5
5795,1246,5
5796,1247,9
5797,1248,11
5798,1249,10
5799,1250,8
5800,1252,10
5801,1253,9
5802,1254,6
5803,1255,14
5804,1256,12
5805,1257,8
5806,1259,6
5807,1260,10
5808,1261,6
5809,1262,4
5810,1263,8
5811,1264,5
5812,1265,8
5813,1266,8
5814,1268,5
5815,1269,7
5816,1270,5
5817,1271,4
5818,1272,6
5819,1273,8
5820,1274,14
5821,1275,4
5822,1276,10
5823,1277,2
5824,1278,8
5825,1279,5
5826,1280,7
5827,1281,7
5828,1282,8
5829,1284,14
5830,1285,5
5831,1286,10
5832,1287,4
5833,1288,4
5834,1289,14
5835,1290,5
5836,1291,13
5837,1292,8
5838,1293,11
5839,1294,5
5840,1295,4
5841,1296,8
5842,1297,8
5843,1298,8
5844,1299,14
5845,1300,10
5846,1301,4
5847,1302,8
5848,1303,14
5849,1304,14
5850,1306,5
5851,1307,6
5852,1308,5
5853,1309,12
5854,1310,8
5855,1311,6
5856,1313,14
5857,1314,10
5858,1315,14
5859,1316,10
5860,1317,14
5861,1318,8
5862,1319,13
5863,1320,14
5864,1321,11
5865,1322,9
5866,1323,6
5867,1324,9
5868,1325,4
5869,1326,9
5870,1327,5
5871,1328,11
5872,1329,5
5873,1330,13
5874,1331,2
5875,1332,4
5876,1333,5
5877,1334,8
5878,1335,10
5879,1336,2
5880,1337,6
5881,1338,6
5882,1339,4
5883,1340,8
5884,1341,5
5885,1342,2
5886,1343,5
5887,1344,14
5888,1345,5
5889,1346,10
5890,1347,11
5891,1348,13
5892,1349,7
5893,1350,8
5894,1351,10
5895,1352,14
5896,1353,9
5897,1354,9
5898,1355,14
5899,1356,9
5900,1358,8
5901,1359,2
5902,1360,5
5903,1361,8
5904,1362,5
5905,1363,5
5906,1364,4
5907,1365,5
5908,1366,8
5909,1367,2
5910,1368,13
5911,1369,14
5912,1370,8
5913,1371,14
5914,1372,5
5915,1373,14
5916,1374,14
5917,1375,4
5918,1376,5
5919,1377,8
5920,1378,12
5921,1379,6
5922,1380,5
5923,1381,11
5924,1382,10
5925,1383,5
5926,1384,14
5927,1385,9
5928,1386,4
5929,1387,2
5930,1388,8
5931,1389,10
5932,1390,11
5933,1392,5
5934,1393,5
5935,1394,14
5936,1395,7
5937,1396,4
5938,1397,11
5939,1398,6
5940,1399,14
5941,1400,7
5942,1401,5
5943,1402,5
5944,1403,14
5945,1404,13
5946,1405,4
5947,1406,10
5948,1407,10
5949,1408,5
5950,1409,8
5951,1410,9
5952,1411,8
5953,1412,5
5954,1413,8
5955,1414,9
5956,1415,13
5957,1416,11
5958,1417,8
5959,1418,5
5960,1419,5
5961,1420,8
5962,1421,8
5963,1422,8
5964,1423,5
5965,1424,8
5966,1425,2
5967,1426,10
5968,1427,10
5969,1428,11
5970,1429,5
5971,1430,2
5972,1431,11
5973,1432,14
5974,1433,8
5975,1434,10
5976,1435,9
5977,1436,13
5978,1437,12
5979,1438,8
5980,1439,2
5981,1440,10
5982,1441,11
5983,1443,10
5984,1444,2
5985,1445,14
5986,1446,10
5987,1447,10
5988,1448,5
5989,1449,5
5990,1450,12
5991,1451,10
5992,1452,9
5993,1454,8
5994,1455,8
5995,1456,5
5996,1457,5
5997,1458,8
5998,1459,14
5999,1460,14
6000,1461,8
6001,1462,8
6002,1463,13
6003,1464,13
6004,1465,8
6005,1466,4
6006,1467,11
6007,1468,2
6008,1469,11
6009,1470,6
6010,1471,9
6011,1472,8
6012,1473,4
6013,1474,8
6014,1475,10
6015,1476,10
6016,1477,5
6017,1478,8
6018,1479,8
6019,1480,5
6020,1482,11
6021,1483,14
6022,1484,14
6023,1485,13
6024,1486,14
6025,1487,1
6026,1488,8
6027,1490,8
6028,1491,10
6029,1492,2
6030,1493,9
6031,1494,10
6032,1495,5
6033,1496,14
6034,1497,9
6035,1498,5
6036,1499,14
6037,1500,8
6038,1501,2
6039,1502,4
6040,1503,14
6041,1504,5
6042,1505,14
6043,1506,11
6044,1507,2
6045,1508,5
6046,1509,8
6047,1510,5
6048,1511,6
6049,1512,12
6050,1514,13
6051,1515,8
6052,1516,4
6053,1517,13
6054,1518,10
6055,1519,10
6056,1520,1
6057,1521,5
6058,1522,10
6059,1523,11
6060,1524,8
6061,1525,4
6062,1526,14
6063,1527,5
6064,1528,10
6065,1529,12
6066,1530,2
6067,1531,14
6068,1532,5
6069,1533,11
6070,1534,14
6071,1535,5
6072,1537,13
6073,1538,14
6074,1539,10
6075,1540,8
6076,1541,4
6077,1542,11
6078,1543,14
6079,1544,11
6080,1545,12
6081,1546,8
6082,1547,14
6083,1548,10
6084,1549,5
6085,1550,2
6086,1551,8
6087,1552,13
6088,1553,10
6089,1554,12
6090,1555,11
6091,1556,10
6092,1557,11
6093,1558,11
6094,1559,8
6095,1560,14
6096,1561,14
6097,1562,8
6098,1563,14
6099,1564,8
6100,1565,8
6101,1566,11
6102,1567,14
6103,1569,6
6104,1570,7
6105,1571,4
6106,1572,14
6107,1573,14
6108,1574,10
6109,1576,14
6110,1577,2
6111,1579,7
6112,1580,13
6113,1581,14
6114,1582,5
6115,1583,10
6116,1584,12
6117,1585,7
6118,1586,4
6119,1587,5
6120,1588,14
6121,1589,5
6122,1591,9
6123,1592,5
6124,1593,8
6125,1594,4
6126,1595,5
6127,1596,8
6128,1597,8
6129,1598,12
6130,1599,5
6131,1600,6
6132,1601,8
6133,1602,14
6134,1603,10
6135,1604,4
6136,1605,10
6137,1606,4
6138,1607,11
6139,1608,14
6140,1609,10
6141,1610,1
6142,1611,11
6143,1612,5
6144,1613,2
6145,1614,5
6146,1615,8
6147,1616,11
6148,1617,4
6149,1618,5
6150,1619,4
6151,1620,2
6152,1621,12
6153,1622,13
6154,1623,6
6155,1624,8
6156,1626,8
6157,1627,2
6158,1628,5
6159,1629,8
6160,1630,5
6161,1631,5
6162,1632,8
6163,1633,14
6164,1634,5
6165,1635,5
6166,1636,10
6167,1637,10
6168,1638,5
6169,1639,2
6170,1640,14
6171,1641,8
6172,1642,2
6173,1643,5
6174,1644,5
6175,1645,5
6176,1646,5
6177,1647,8
6178,1648,5
6179,1649,8
6180,1650,4
6181,1651,2
6182,1655,11
6183,1656,8
6184,1657,13
6185,1658,8
6186,1659,11
6187,1660,8
6188,1661,14
6189,1662,10
6190,1663,6
6191,1664,11
6192,1665,14
6193,1666,8
6194,1667,6
6195,1669,5
6196,1670,14
6197,1671,11
6198,1672,8
6199,1673,6
6200,1674,11
6201,1675,5
6202,1676,10
6203,1677,14
6204,1678,8
6205,1679,12
6206,1680,14
6207,1681,5
6208,1682,11
6209,1683,8
6210,1684,8
6211,1685,7
6212,1686,5
6213,1687,7
6214,1689,12
6215,1690,8
6216,1691,8
6217,1692,11
6218,1693,5
6219,1694,14
6220,1695,8
6221,1696,5
6222,1697,6
6223,1698,5
6224,1699,8
6225,1701,13
6226,1702,14
6227,1703,5
6228,1704,5
6229,1705,5
6230,1706,8
6231,1707,10
6232,1708,8
6233,1709,5
6234,1710,8
6235,1711,5
6236,1712,5
6237,1713,14
6238,1714,5
6239,1715,8
6240,1716,2
6241,1717,5
6242,1718,2
6243,1719,11
6244,1720,13
6245,1721,13
6246,1722,11
6247,1723,4
6248,1724,8
6249,1725,14
6250,1727,4
6251,1728,14
6252,1729,8
6253,1730,10
6254,1731,9
6255,1732,8
6256,1733,14
6257,1734,8
6258,1735,7
6259,1736,4
6260,1737,5
6261,1738,4
6262,1739,11
6263,1740,9
6264,1741,6
6265,1742,14
6266,1743,10
6267,1744,6
6268,1746,8
6269,1747,14
6270,1748,4
6271,1749,11
6272,1751,5
6273,1752,4
6274,1753,8
6275,1754,14
6276,1755,14
6277,1756,14
6278,1757,4
6279,1759,8
6280,1760,8
6281,1761,5
6282,1762,8
6283,1763,4
6284,1764,5
6285,1765,8
6286,1766,8
6287,1767,10
6288,1768,14
6289,1769,8
6290,1771,6
6291,1772,13
6292,1773,7
6293,1774,8
6294,1775,8
6295,1776,2
6296,1777,10
6297,1778,10
6298,1779,10
6299,1780,13
6300,1783,8
6301,1784,14
6302,1785,5
6303,1786,8
6304,1787,5
6305,1788,10
6306,1789,5
6307,1790,11
6308,1791,14
6309,1792,9
6310,1793,14
6311,1794,10
6312,1795,6
6313,1796,14
6314,1797,14
6315,1798,2
6316,1799,11
6317,1800,11
6318,1801,10
6319,1802,4
6320,1803,10
6321,1804,2
6322,1805,9
6323,1806,10
6324,1807,4
6325,1808,8
6326,1810,14
6327,1811,5
6328,1812,8
6329,1813,8
6330,1814,5
6331,1815,10
6332,1816,14
6333,1817,14
6334,1818,5
6335,1819,14
6336,1820,14
6337,1821,14
6338,1822,9
6339,1823,10
6340,1824,8
6341,1825,14
6342,1826,14
6343,1827,14
6344,1828,5
6345,1829,12
6346,1830,14
6347,1831,2
6348,1832,5
6349,1833,11
6350,1834,7
6351,1835,10
6352,1836,14
6353,1837,4
6354,1839,14
6355,1840,14
6356,1841,9
6357,1842,11
6358,1843,4
6359,1844,9
6360,1845,10
6361,1846,1
6362,1847,8
6363,1848,14
6364,1849,8
6365,1850,5
6366,1851,6
6367,1852,5
6368,1853,11
6369,1854,10
6370,1855,10
6371,1856,14
6372,1857,6
6373,1858,14
6374,1859,5
6375,1860,5
6376,1861,10
6377,1862,12
6378,1863,14
6379,1864,5
6380,1865,4
6381,1866,10
6382,1867,7
6383,1868,6
6384,1869,8
6385,1870,13
6386,1871,4
6387,1872,5
6388,1873,7
6389,1874,14
6390,1875,14
6391,1876,6
6392,1877,11
6393,1878,10
6394,1879,10
6395,1880,8
6396,1881,10
6397,1882,8
6398,1883,10
6399,1884,6
6400,1885,10
6401,1886,5
6402,1887,4
6403,1889,10
6404,1890,11
6405,1891,10
6406,1892,8
6407,1893,8
6408,1894,13
6409,1895,14
6410,1896,14
6411,1897,2
6412,1898,4
6413,1899,8
6414,1900,5
6415,1901,10
6416,1902,14
6417,1903,11
6418,1904,14
6419,1905,5
6420,1907,14
6421,1908,9
6422,1909,12
6423,1910,14
6424,1911,12
6425,1912,6
6426,1913,7
6427,1914,8
6428,1915,1
6429,1916,8
6430,1917,2
6431,1918,5
6432,1919,7
6433,1920,5
6434,1921,9
6435,1922,5
6436,1923,5
6437,1924,6
6438,1925,14
6439,1926,14
6440,1927,6
6441,1928,12
6442,1930,2
6443,1931,14
6444,1932,12
6445,1933,5
6446,1934,5
6447,1935,2
6448,1936,10
6449,1937,1
6450,1938,14
6451,1939,8
6452,1940,5
6453,1941,8
6454,1942,4
6455,1943,2
6456,1944,14
6457,1945,14
6458,1946,8
6459,1947,8
6460,1948,14
6461,1949,10
6462,1950,6
6463,1951,12
6464,1952,4
6465,1953,4
6466,1954,12
6467,1955,10
6468,1956,8
6469,1957,5
6470,1958,6
6471,1959,14
6472,1960,11
6473,1961,10
6474,1962,10
6475,1963,14
6476,1965,6
6477,1967,4
6478,1968,2
6479,1969,14
6480,1970,8
6481,1971,5
6482,1972,5
6483,1973,4
6484,1974,11
6485,1975,8
6486,1976,10
6487,1977,5
6488,1978,9
6489,1979,8
6490,1980,4
6491,1981,2
6492,1982,4
6493,1983,6
6494,1984,11
6495,1985,8
6496,1986,8
6497,1987,6
6498,1988,14
6499,1989,8
6500,1990,14
6501,1991,8
6502,1992,14
6503,1993,8
6504,1994,6
6505,1995,14
6506,1996,5
6507,1997,14
6508,1998,8
6509,1999,14
6510,2001,14
6511,2002,8
6512,2003,14
6513,2004,14
6514,2005,5
6515,2006,5
6516,2007,14
6517,2008,8
6518,2009,6
6519,2010,14
6520,2011,10
6521,2012,5
6522,2013,11
6523,2014,5
6524,2015,14
6525,2016,14
6526,2017,5
6527,2018,10
6528,2019,6
6529,2020,8
6530,2022,11
6531,2023,11
6532,2024,8
6533,2026,10
6534,2027,7
6535,2028,14
6536,2029,14
6537,2030,12
6538,2031,2
6539,2032,12
6540,2033,5
6541,2034,14
6542,2036,1
6543,2037,5
6544,2038,4
6545,2039,5
6546,2040,5
6547,2041,4
6548,2042,11
6549,2043,10
6550,2044,11
6551,2045,14
6552,2046,10
6553,2047,14
6554,2048,4
6555,2049,14
6556,2050,5
6557,2051,4
6558,2052,9
6559,2053,4
6560,2054,2
6561,2055,5
6562,2056,5
6563,2057,5
6564,2058,8
6565,2059,12
6566,2060,8
6567,2061,14
6568,2062,11
6569,2063,5
6570,2064,5
6571,2065,5
6572,2066,8
6573,2067,10
6574,2068,5
6575,2069,14
6576,2070,6
6577,2071,7
6578,2072,2
6579,2073,8
6580,2074,5
6581,2075,5
6582,2076,10
6583,2077,7
6584,2078,9
6585,2079,14
6586,2081,1
6587,2082,10
6588,2083,5
6589,2084,5
6590,2085,8
6591,2086,2
6592,2087,5
6593,2088,8
6594,2089,12
6595,2090,6
6596,2091,10
6597,2093,6
6598,2094,7
6599,2095,2
6600,2096,9
6601,2097,5
6602,2098,12
6603,2099,13
6604,2100,8
6605,2101,9
6606,2102,11
6607,2103,14
6608,2104,7
6609,2106,4
6610,2107,5
6611,2108,4
6612,2109,8
6613,2110,14
6614,2111,13
6615,2112,1
6616,2113,14
6617,2114,4
6618,2115,6
6619,2116,4
6620,2117,5
6621,2118,2
6622,2119,4
6623,2120,14
6624,2121,5
6625,2122,2
6626,2123,11
6627,2124,8
6628,2125,10
6629,2126,6
6630,2127,4
6631,2128,8
6632,2129,5
6633,2130,8
6634,2131,2
6635,2132,10
6636,2133,11
6637,2134,4
6638,2135,2
6639,2136,5
6640,2137,4
6641,2138,11
6642,2139,8
6643,2142,14
6644,2143,10
6645,2144,8
6646,2145,5
6647,2146,5
6648,2147,2
6649,2148,10
6650,2149,10
6651,2150,2
6652,2151,4
6653,2152,5
6654,2153,10
6655,2154,8
6656,2156,8
6657,2157,14
6658,2158,10
6659,2159,8
6660,2160,2
6661,2161,4
6662,2162,11
6663,2163,10
6664,2164,2
6665,2165,2
6666,2166,9
6667,2167,8
6668,2168,10
6669,2169,6
6670,2170,14
6671,2171,10
6672,2172,4
6673,2173,8
6674,2174,14
6675,2176,11
6676,2177,8
6677,2178,10
6678,2179,13
6679,2180,10
6680,2181,5
6681,2182,14
6682,2183,14
6683,2184,1
6684,2185,14
6685,2186,10
6686,2187,8
6687,2188,5
6688,2189,14
6689,2190,9
6690,2191,5
6691,2192,8
6692,2193,11
6693,2194,6
6694,2195,4
6695,2196,10
6696,2197,10
6697,2198,8
6698,2199,11
6699,2200,5
6700,2201,8
6701,2202,8
6702,2204,14
6703,2205,14
6704,2206,14
6705,2207,8
6706,2208,10
6707,2209,14
6708,2210,14
6709,2211,14
6710,2212,9
6711,2213,1
6712,2214,7
6713,2215,5
6714,2216,4
6715,2217,14
6716,2218,14
6717,2219,5
6718,2220,7
6719,2221,8
6720,2222,13
6721,2223,11
6722,2224,5
6723,2225,11
6724,2226,10
6725,2227,5
6726,2228,5
6727,2229,4
6728,2230,11
6729,2231,8
6730,2232,2
6731,2233,5
6732,2234,5
6733,2235,10
6734,2236,8
6735,2237,14
6736,2239,8
6737,2240,14
6738,2241,5
6739,2242,5
6740,2243,9
6741,2244,6
6742,2245,14
6743,2246,5
6744,2247,8
6745,2248,11
6746,2249,14
6747,2250,4
6748,2251,10
6749,2252,8
6750,2253,11
6751,2254,9
6752,2255,8
6753,2256,5
6754,2257,5
6755,2259,5
6756,2260,2
6757,2261,8
6758,2262,8
6759,2263,5
6760,2264,11
6761,2265,14
6762,2266,11
6763,2267,5
6764,2268,1
6765,2269,12
6766,2271,5
6767,2272,8
6768,2273,14
6769,2274,9
6770,2275,14
6771,2276,13
6772,2277,14
6773,2278,8
6774,2279,8
6775,2280,8
6776,2281,10
6777,2282,9
6778,2283,5
6779,2284,5
6780,2285,8
6781,2286,8
6782,2287,5
6783,2288,5
6784,2289,2
6785,2290,10
6786,2291,14
6787,2292,6
6788,2293,8
6789,2294,5
6790,2295,5
6791,2296,5
6792,2297,8
6793,2298,5
6794,2300,8
6795,2301,4
6796,2302,13
6797,2303,12
6798,2304,6
6799,2306,14
6800,2307,8
6801,2308,13
6802,2309,14
6803,2310,2
6804,2311,5
6805,2312,10
6806,2313,5
6807,2314,8
6808,2315,9
6809,2316,6
6810,2317,6
6811,2318,11
6812,2319,2
6813,2320,10
6814,2321,10
6815,2322,5
6816,2323,8
6817,2324,5
6818,2325,10
6819,2326,5
6820,2327,6
6821,2328,10
6822,2329,14
6823,2330,6
6824,2331,5
6825,2332,10
6826,2333,13
6827,2334,5
6828,2335,4
6829,2336,14
6830,2337,11
6831,2338,11
6832,2339,1
6833,2340,13
6834,2341,11
6835,2342,8
6836,2343,4
6837,2344,4
6838,2345,14
6839,2346,14
6840,2347,10
6841,2348,5
6842,2349,12
6843,2350,5
6844,2351,14
6845,1,5
6846,2,8
6847,3,4
6848,4,10
6849,5,14
6850,7,14
6851,8,14
6852,9,12
6853,10,5
6854,11,14
6855,12,8
6856,13,14
6857,14,12
6858,15,2
6859,16,7
6860,18,8
6861,19,9
6862,20,11
6863,21,14
6864,22,8
6865,23,6
6866,24,5
6867,25,2
6868,26,4
6869,27,8
6870,28,4
6871,29,8
6872,30,11
6873,31,4
6874,32,4
6875,33,9
6876,34,10
6877,35,11
6878,36,5
6879,37,8
6880,38,4
6881,39,8
6882,40,9
6883,41,9
6884,42,11
6885,43,6
6886,44,5
6887,45,2
6888,46,13
6889,47,9
6890,48,11
6891,49,12
6892,50,5
6893,51,7
6894,52,8
6895,53,11
6896,54,13
6897,56,13
6898,57,10
6899,58,4
6900,59,5
6901,60,11
6902,62,6
6903,63,5
6904,64,10
6905,65,14
6906,66,14
6907,67,9
6908,68,7
6909,69,14
6910,70,14
6911,71,1
6912,72,10
6913,73,8
6914,74,5
6915,75,6
6916,76,1
6917,77,14
6918,78,13
6919,79,14
6920,80,10
6921,81,14
6922,82,11
6923,83,2
6924,84,2
6925,85,5
6926,86,14
6927,87,10
6928,88,4
6929,89,8
6930,90,2
6931,91,7
6932,92,12
6933,93,13
6934,94,10
6935,96,8
6936,97,5
6937,98,1
6938,99,5
6939,100,2
6940,101,4
6941,102,14
6942,103,5
6943,104,9
6944,105,6
6945,106,2
6946,108,4
6947,109,2
6948,110,8
6949,111,8
6950,112,11
6951,113,2
6952,114,5
6953,115,6
6954,116,7
6955,117,10
6956,118,14
6957,119,2
6958,120,12
6959,121,4
6960,122,8
6961,123,9
6962,124,11
6963,125,5
6964,126,4
6965,127,5
6966,128,11
6967,129,10
6968,130,10
6969,131,10
6970,132,7
6971,133,5
6972,134,10
6973,135,10
6974,136,2
6975,137,10
6976,138,8
6977,139,2
6978,140,13
6979,141,13
6980,142,14
6981,143,11
6982,144,5
6983,145,14
6984,146,2
6985,147,6
6986,148,8
6987,149,5
6988,150,6
6989,151,9
6990,152,9
6991,153,14
6992,154,6
6993,155,2
6994,156,7
6995,157,11
6996,158,9
6997,159,2
6998,160,5
6999,162,8
7000,163,6
7001,164,2
7002,165,14
7003,166,10
7004,167,14
7005,168,5
7006,169,8
7007,170,14
7008,171,12
7009,172,9
7010,173,5
7011,174,9
7012,176,10
7013,177,4
7014,178,14
7015,179,8
7016,180,8
7017,181,12
7018,182,7
7019,183,6
7020,184,6
7021,185,9
7022,186,5
7023,187,4
7024,189,13
7025,190,5
7026,191,8
7027,192,5
7028,193,14
7029,194,9
7030,195,6
7031,196,5
7032,197,6
7033,198,14
7034,199,9
7035,200,5
7036,201,8
7037,202,14
7038,203,8
7039,204,2
7040,205,12
7041,206,4
7042,207,9
7043,208,14
7044,209,5
7045,210,11
7046,211,8
7047,212,5
7048,213,4
7049,214,11
7050,215,11
7051,216,5
7052,217,14
7053,218,9
7054,219,8
7055,220,14
7056,221,13
7057,222,9
7058,223,7
7059,224,5
7060,225,9
7061,226,5
7062,227,14
7063,228,12
7064,229,11
7065,230,14
7066,231,9
7067,232,14
7068,233,14
7069,234,5
7070,235,13
7071,236,5
7072,237,9
7073,238,14
7074,239,5
7075,240,8
7076,241,5
7077,242,10
7078,243,11
7079,244,14
7080,245,14
7081,246,10
7082,247,11
7083,248,5
7084,249,10
7085,251,4
7086,252,9
7087,253,5
7088,254,12
7089,255,10
7090,256,9
7091,257,14
7092,258,5
7093,259,8
7094,260,2
7095,261,10
7096,263,2
7097,264,14
7098,265,5
7099,266,8
7100,267,12
7101,268,5
7102,269,12
7103,270,14
7104,271,14
7105,272,14
7106,273,8
7107,274,12
7108,275,5
7109,276,14
7110,277,2
7111,278,11
7112,279,4
7113,280,14
7114,281,4
7115,282,11
7116,283,8
7117,284,6
7118,285,8
7119,286,5
7120,287,2
7121,288,5
7122,289,2
7123,290,5
7124,291,4
7125,292,11
7126,293,5
7127,294,8
7128,295,8
7129,296,8
7130,297,11
7131,298,5
7132,299,8
7133,300,10
7134,301,2
7135,302,13
7136,303,11
7137,304,5
7138,305,11
7139,306,5
7140,307,11
7141,308,14
7142,309,4
7143,310,7
7144,311,13
7145,312,9
7146,313,12
7147,314,8
7148,315,14
7149,316,14
7150,317,12
7151,318,5
7152,319,8
7153,320,14
7154,321,6
7155,323,14
7156,324,14
7157,325,14
7158,326,5
7159,327,6
7160,328,10
7161,329,10
7162,330,11
7163,331,11
7164,332,8
7165,333,4
7166,335,5
7167,336,10
7168,337,10
7169,338,5
7170,339,14
7171,340,12
7172,341,7
7173,342,11
7174,343,14
7175,344,8
7176,345,5
7177,346,8
7178,347,5
7179,348,10
7180,349,2
7181,350,8
7182,351,6
7183,353,8
7184,354,10
7185,355,2
7186,357,13
7187,358,9
7188,359,9
7189,360,2
7190,362,5
7191,363,11
7192,364,2
7193,366,13
7194,367,8
7195,368,11
7196,369,4
7197,371,11
7198,372,6
7199,373,8
7200,374,8
7201,375,13
7202,376,8
7203,377,4
7204,378,2
7205,380,4
7206,382,8
7207,383,14
7208,384,14
7209,387,14
7210,389,5
7211,390,5
7212,391,2
7213,392,8
7214,393,9
7215,394,14
7216,395,13
7217,396,14
7218,397,14
7219,398,14
7220,399,12
7221,400,7
7222,401,6
7223,402,5
7224,403,14
7225,404,1
7226,405,8
7227,406,5
7228,407,9
7229,408,5
7230,409,5
7231,411,5
7232,412,2
7233,413,4
7234,415,6
7235,416,2
7236,417,6
7237,418,6
7238,419,9
7239,420,14
7240,421,4
7241,422,4
7242,423,5
7243,425,11
7244,426,8
7245,427,7
7246,429,10
7247,430,8
7248,431,8
7249,432,11
7250,433,14
7251,434,5
7252,435,12
7253,436,7
7254,437,5
7255,438,4
7256,440,10
7257,441,2
7258,442,9
7259,443,2
7260,444,5
7261,445,14
7262,446,8
7263,447,14
7264,448,14
7265,449,5
7266,450,6
7267,451,10
7268,452,7
7269,453,2
7270,454,8
7271,455,2
7272,457,9
7273,458,5
7274,460,10
7275,461,6
7276,462,4
7277,463,1
7278,464,2
7279,465,12
7280,466,9
7281,467,10
7282,468,5
7283,469,5
7284,470,2
7285,471,9
7286,472,2
7287,473,2
7288,474,5
7289,475,11
7290,476,8
7291,477,14
7292,478,11
7293,479,13
7294,480,1
7295,481,2
7296,482,2
7297,483,5
7298,484,8
7299,485,12
7300,486,8
7301,487,13
7302,488,6
7303,489,10
7304,490,14
7305,491,5
7306,492,9
7307,493,8
7308,494,10
7309,495,2
7310,496,8
7311,497,8
7312,498,10
7313,499,4
7314,500,8
7315,501,14
7316,502,14
7317,503,10
7318,504,4
7319,505,8
7320,506,1
7321,508,13
7322,509,7
7323,510,8
7324,511,13
7325,512,14
7326,513,14
7327,514,7
7328,515,2
7329,516,12
7330,517,1
7331,518,10
7332,519,5
7333,520,8
7334,521,14
7335,522,5
7336,523,10
7337,524,12
7338,526,5
7339,527,2
7340,528,8
7341,529,5
7342,530,14
7343,531,8
7344,533,1
7345,534,14
7346,535,8
7347,536,6
7348,537,4
7349,539,6
7350,540,14
7351,541,2
7352,542,5
7353,543,11
7354,544,5
7355,545,14
7356,546,14
7357,547,11
7358,548,4
7359,549,6
7360,550,10
7361,551,6
7362,552,5
7363,553,10
7364,554,13
7365,555,5
7366,556,14
7367,557,2
7368,558,14
7369,559,7
7370,560,6
7371,561,9
7372,562,7
7373,564,11
7374,565,14
7375,566,5
7376,567,14
7377,568,14
7378,569,14
7379,570,8
7380,571,5
7381,572,8
7382,573,8
7383,574,13
7384,575,14
7385,576,8
7386,577,11
7387,578,14
7388,579,7
7389,580,7
7390,581,9
7391,582,11
7392,583,14
7393,584,9
7394,585,14
7395,586,5
7396,587,14
7397,588,9
7398,589,8
7399,590,5
7400,591,14
7401,592,8
7402,593,10
7403,594,8
7404,595,10
7405,596,10
7406,597,13
7407,598,11
7408,599,7
7409,600,11
7410,601,10
7411,602,9
7412,603,5
7413,604,6
7414,605,8
7415,606,5
7416,607,5
7417,608,11
7418,609,5
7419,610,14
7420,611,9
7421,612,6
7422,613,5
7423,615,14
7424,616,13
7425,617,14
7426,618,11
7427,619,11
7428,620,8
7429,621,6
7430,622,8
7431,623,7
7432,624,7
7433,626,14
7434,627,12
7435,628,14
7436,629,5
7437,630,14
7438,631,14
7439,632,5
7440,633,4
7441,634,5
7442,635,11
7443,636,1
7444,637,14
7445,638,8
7446,639,9
7447,640,9
7448,641,9
7449,642,8
7450,644,10
7451,645,5
7452,646,7
7453,647,5
7454,648,11
7455,649,5
7456,650,9
7457,651,14
7458,652,11
7459,653,13
7460,654,6
7461,655,13
7462,656,14
7463,657,7
7464,658,6
7465,659,12
7466,660,2
7467,661,14
7468,663,2
7469,664,7
7470,665,6
7471,666,11
7472,667,4
7473,668,5
7474,670,13
7475,671,6
7476,672,8
7477,673,12
7478,674,5
7479,675,8
7480,676,8
7481,677,14
7482,678,11
7483,679,4
7484,680,14
7485,681,12
7486,682,12
7487,683,8
7488,684,12
7489,685,6
7490,686,4
7491,687,13
7492,688,11
7493,689,4
7494,690,6
7495,691,2
7496,692,12
7497,693,10
7498,694,8
7499,695,4
7500,697,6
7501,699,5
7502,700,11
7503,701,2
7504,703,14
7505,704,5
7506,705,10
7507,706,13
7508,707,12
7509,708,8
7510,709,5
7511,710,5
7512,711,10
7513,712,12
7514,713,10
7515,714,5
7516,715,6
7517,716,2
7518,717,7
7519,718,10
7520,719,5
7521,720,14
7522,721,10
7523,722,2
7524,723,5
7525,724,8
7526,725,7
7527,726,12
7528,727,10
7529,728,14
7530,729,5
7531,730,10
7532,731,9
7533,732,14
7534,733,1
7535,734,6
7536,735,8
7537,736,8
7538,737,8
7539,738,2
7540,739,10
7541,740,4
7542,742,2
7543,743,2
7544,744,14
7545,745,2
7546,746,2
7547,747,11
7548,748,11
7549,749,13
7550,750,14
7551,751,5
7552,752,10
7553,753,11
7554,754,11
7555,755,5
7556,756,14
7557,757,14
7558,758,6
7559,759,5
7560,760,12
7561,761,12
7562,762,4
7563,763,5
7564,764,7
7565,765,11
7566,766,13
7567,767,7
7568,768,11
